"GeneID","SRR1568262","SRR1568263","SRR1568264","SRR6311328","SRR6311361","SRR6311362","SRR6311363","SRR6311364","SRR6311365","SRR6311366","SRR6311393","SRR6311394","SRR6311395","SRR6311396"
"AAEL013420","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL021637","0","0","4","0","0","0","0","0","0","0","18","39","5","8"
"AAEL002543","14","6","16","139","52","54","27","48","18","38","53","87","608","583"
"AAEL002547","6","11","4","0","35","20","4","22","7","0","3","0","1","157"
"AAEL002563","70","97","90","0","35","127","101","68","61","119","127","208","222","277"
"AAEL002539","128","211","146","161","105","124","177","284","137","221","45","106","654","942"
"AAEL002566","1","0","2","0","2","0","0","2","0","0","0","0","1","0"
"AAEL002551","2359","2136","2608","654","157","438","660","476","389","553","1332","2185","1194","1268"
"AAEL002556","23","33","46","0","6","0","12","25","35","34","30","88","17","114"
"AAEL020826","3","1","2","16","0","6","0","0","0","0","0","0","0","1"
"AAEL021764","2","1","1","0","0","0","0","0","0","0","1","0","0","0"
"AAEL002548","387","306","481","34","18","20","64","45","25","26","53","150","48","238"
"AAEL022395","0","0","0","0","0","10","0","0","0","0","10","7","0","0"
"AAEL002564","0","2","0","0","11","46","0","0","0","0","4","2","1","0"
"AAEL002554","240","119","444","27","6","15","9","3","7","36","140","290","24","55"
"AAEL026527","0","1","0","0","0","0","0","0","0","0","2","2","0","0"
"AAEL002562","149","109","172","96","81","20","196","189","90","88","161","301","291","329"
"AAEL002550","577","382","703","517","359","624","262","176","114","217","2572","1652","540","1197"
"AAEL025472","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"AAEL002560","15","7","16","16","16","55","180","308","86","268","32","13","81","119"
"AAEL026949","2","1","0","0","0","0","0","0","0","0","2","0","1","0"
"AAEL002549","16","10","22","187","53","134","46","10","26","48","21","17","381","564"
"AAEL002569","168","117","210","0","4","13","65","57","37","45","246","256","232","286"
"AAEL027912","0","0","0","9","3","20","9","14","0","1","1","7","687","1188"
"AAEL002555","8","24","9","81","100","16","415","159","236","105","16","12","233","587"
"AAEL002574","0","1","0","0","0","0","0","0","0","0","1","0","0","36"
"AAEL002565","0","0","0","1973","731","1566","459","650","391","412","45","71","71","35"
"AAEL027874","1","0","1","0","0","0","0","0","0","0","1","0","0","0"
"AAEL002571","2","1","2","40","19","2","16","45","10","26","7","3","1","14"
"AAEL002575","0","2","4","0","0","0","0","0","0","0","6","23","26","22"
"AAEL027403","67","33","69","0","0","0","0","0","0","0","7","6","0","3"
"AAEL023090","0","0","0","1","0","0","0","0","1","0","0","0","0","0"
"AAEL002544","51","48","48","118","52","49","36","85","75","90","483","584","208","392"
"AAEL002542","91","62","235","1050","483","501","1411","1424","770","962","208","313","128","122"
"AAEL002541","15","11","18","0","50","41","61","97","28","73","12","34","2","36"
"AAEL002557","198","125","476","158","42","142","102","162","46","125","517","954","9","33"
"AAEL024811","0","0","0","0","0","0","3","5","6","0","14","0","3","20"
"AAEL020313","1","1","2","0","1","0","1","0","2","0","8","10","0","28"
"AAEL002567","4","1","1","0","3","0","1","2","0","0","1","1","3","3"
"AAEL025948","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL020337","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL002546","14","6","29","266","202","236","38","99","25","47","87","222","80","265"
"AAEL002559","15","32","14","86","33","40","44","115","67","1","16","49","75","49"
"AAEL002572","0","0","0","31905","15601","27883","4783","6470","3809","5040","865","1022","264","226"
"AAEL003491","66","60","99","30","89","39","122","176","135","79","333","588","155","277"
"AAEL003501","0","0","0","23","0","1","0","0","1","0","0","0","1631","2763"
"AAEL027951","25","7","9","0","0","0","0","0","0","0","0","0","0","0"
"AAEL027711","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL003504","11","7","17","108","5","0","69","48","23","17","3","0","0","3"
"AAEL003506","114","96","99","1","10","22","19","5","13","19","5","6","5","7"
"AAEL003503","496","563","518","2417","999","1410","563","575","260","502","2025","1662","1196","2070"
"AAEL003490","54","49","58","2","8","0","13","43","13","17","127","78","108","300"
"AAEL003495","129","96","164","0","23","28","16","28","11","1","84","140","208","498"
"AAEL021538","20","86","18","64","15","78","19","6","1","13","8","20","24","67"
"AAEL014995","0","0","0","0","3","0","9","42","9","8","0","0","0","0"
"AAEL024037","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL022158","0","0","0","0","0","4","0","0","0","10","1","1","5","11"
"AAEL010923","478","326","258","0","0","0","0","0","0","0","0","3","0","0"
"AAEL010924","219","342","226","10","3","0","7","18","2","26","8","10","15","0"
"AAEL021727","0","0","0","0","0","0","0","0","0","0","0","0","3","6"
"AAEL002766","30","37","44","27","15","25","26","79","51","39","96","154","304","441"
"AAEL021418","9","15","12","57","8","18","47","37","28","40","71","40","92","119"
"AAEL002764","130","124","166","9150","5191","6383","1981","3121","1557","2218","678","1389","1285","2664"
"AAEL027106","1","1","5","405","20","99","145","223","77","151","11","2","2","0"
"AAEL026203","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL025931","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL026721","1","0","0","0","0","0","0","0","0","0","1","3","8","9"
"AAEL021464","0","0","0","0","0","0","0","0","0","0","0","3","1","0"
"AAEL002769","237","294","357","691","75","276","125","115","97","126","83","171","15","21"
"AAEL022762","0","0","0","1","0","0","0","0","0","3","0","0","0","0"
"AAEL026232","1","0","0","31","4","6","17","10","0","40","12","9","1","3"
"AAEL009114","2","8","6","235","103","175","99","123","68","63","85","143","97","57"
"AAEL024889","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL021440","6","31","16","21","30","68","10","33","9","0","30","15","27","97"
"AAEL009108","0","0","0","2","0","0","39","310","59","114","1","0","1","0"
"AAEL009110","113","121","167","77","16","40","42","17","26","4","104","69","24","87"
"AAEL024776","0","1","2","3","0","0","4","0","0","0","21","8","1","11"
"AAEL009109","53","53","70","9","2","1","16","16","3","9","121","146","30","53"
"AAEL020285","0","0","0","0","2","1","0","0","0","0","0","0","1","3"
"AAEL009112","1","3","2","990","293","331","5","6","3","2","55","51","999","1064"
"AAEL025031","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"AAEL022097","0","0","0","0","0","0","0","0","1","0","0","0","24","152"
"AAEL028240","0","0","0","0","0","0","0","0","0","0","3","4","89","89"
"AAEL025611","179","443","126","206","109","296","88","125","64","68","78","101","210","186"
"AAEL023619","0","0","0","103","0","0","0","0","0","0","0","2","972","1367"
"AAEL008334","474","719","556","470","90","260","77","122","31","57","102","119","264","289"
"AAEL026038","55","25","105","0","4","18","0","8","0","0","915","1118","46","35"
"AAEL004390","293","190","630","0","8","2","0","0","0","0","2129","4259","0","15"
"AAEL004386","1362","892","1877","0","18","2","0","0","0","0","2212","2669","0","49"
"AAEL004388","3733","1890","5718","0","16","0","0","4","0","10","816","1293","0","4"
"AAEL004399","12","6","9","0","2","12","1","1","2","8","10","20","0","21"
"AAEL004396","34","17","46","0","0","0","0","0","0","0","117","272","0","14"
"AAEL022231","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL027051","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL004398","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"AAEL027273","2","11","3","94","29","36","27","1","14","3","1","1","320","281"
"AAEL024481","1","0","0","0","0","2","1","12","2","8","2","5","14","5"
"AAEL004389","109","134","100","2","27","27","50","28","8","21","16","33","1","23"
"AAEL020857","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL013739","82","54","124","1235","614","480","1662","2263","1273","1698","1894","2277","1461","1177"
"AAEL013737","2","3","1","69","0","0","0","0","0","0","0","1","1624","2015"
"AAEL019447","68","105","93","51","2","0","16","17","11","47","13","42","42","102"
"AAEL024782","5","4","28","0","1","1","0","0","0","0","67","68","0","1"
"AAEL017160","35","18","43","239","28","44","64","106","111","53","89","99","208","131"
"AAEL019927","78","64","66","12","14","0","74","110","28","13","90","69","3","9"
"AAEL022444","0","1","2","0","0","0","0","0","0","0","5","12","1","6"
"AAEL011522","1","2","1","134","39","39","17","9","8","36","53","69","90","105"
"AAEL020268","0","1","0","0","0","0","0","0","0","0","6","0","9","20"
"AAEL024891","0","0","0","2","0","0","0","0","0","1","6","3","2426","2975"
"AAEL014082","3","2","0","62","7","10","1","1","0","0","0","1","0","0"
"AAEL014080","26","18","30","6","43","20","5266","2253","2539","5448","409","486","200","139"
"AAEL023845","35","54","35","218","14","14","61","46","19","29","32","48","97","168"
"AAEL020865","0","0","0","183","12","24","0","0","0","2","1","4","30","53"
"AAEL021257","0","0","0","0","1","16","3","0","0","0","3","6","25","92"
"AAEL012955","25","25","46","125","125","66","121","129","124","121","191","172","464","274"
"AAEL027303","1","0","1","0","0","0","0","0","0","0","27","16","6","6"
"AAEL024508","279","258","371","110","30","51","89","93","45","49","80","117","354","538"
"AAEL010722","55","62","56","0","1","3","29","21","19","36","714","496","277","373"
"AAEL025546","0","0","3","0","0","0","0","0","0","1","2","1","0","0"
"AAEL025802","0","0","0","0","2","0","0","0","0","0","1","0","0","0"
"AAEL010721","0","0","0","0","1","2","0","0","0","0","1","0","1","6"
"AAEL022009","0","0","0","13","8","6","0","1","0","1","2","0","3","0"
"AAEL026885","0","0","0","65","0","0","0","0","0","0","0","1","626","477"
"AAEL008613","145","117","171","334","99","116","236","188","194","264","235","281","604","1063"
"AAEL018695","261","265","356","9","7","45","56","20","22","51","62","109","72","102"
"AAEL008617","113","87","130","239","53","78","109","154","37","99","82","63","326","354"
"AAEL022467","381","453","366","0","9","11","154","161","87","117","62","128","1219","1051"
"AAEL026296","0","0","0","0","0","0","3","0","0","0","0","0","2","0"
"AAEL005552","114","99","140","113","74","159","343","382","291","317","216","324","216","203"
"AAEL005533","0","0","1","6","1","0","466","213","368","594","6","81","1247","1966"
"AAEL017481","17428","13272","20013","77","55","88","838","662","469","587","1562","1405","525","618"
"AAEL022458","0","0","1","0","0","0","0","0","0","0","1","2","9","0"
"AAEL014628","25","21","34","74","22","12","50","20","5","25","56","94","113","128"
"AAEL022786","168","156","167","114","9","7","30","51","18","30","76","88","101","188"
"AAEL016960","205","182","281","111","14","33","78","51","30","44","205","349","237","306"
"AAEL014630","303","264","326","1933","914","898","604","716","483","583","2094","2745","11609","23361"
"AAEL010513","31","107","22","67","24","6","81","94","44","76","29","46","67","97"
"AAEL025186","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"AAEL022099","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL023328","0","1","0","0","0","0","0","0","0","0","0","0","6","0"
"AAEL010516","210","120","235","670","276","372","76","103","18","85","133","252","247","463"
"AAEL022899","0","0","0","0","0","0","0","0","0","0","5","8","0","2"
"AAEL020469","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"AAEL012826","97","165","120","1","19","0","119","158","65","51","225","432","455","354"
"AAEL012822","110","99","114","260","52","56","267","89","100","241","72","115","9","18"
"AAEL012825","47","109","76","231","364","381","169","131","142","132","229","361","165","167"
"AAEL012827","282","161","438","1513","692","1052","3094","6852","3305","3485","558","983","1247","1753"
"AAEL012820","39","29","43","26","31","38","94","159","76","145","142","259","133","182"
"AAEL000079","229","137","271","514","418","326","106","83","68","91","221","434","355","330"
"AAEL027208","1","0","0","0","0","0","0","0","1","0","2","2","0","0"
"AAEL000084","155","195","196","963","343","688","774","1107","499","720","838","1267","1282","2002"
"AAEL000016","45","18","38","0","20","10","90","66","59","31","229","352","286","312"
"AAEL021708","74","86","113","0","23","16","19","2","10","8","7","26","23","82"
"AAEL000029","0","0","0","0","2","19","992","1174","321","359","4","0","16","1"
"AAEL000024","1","0","1","8","31","18","101","190","129","105","9","8","45","6"
"AAEL000064","89","52","126","245","90","22","652","1870","669","665","45","77","121","122"
"AAEL002169","501","353","612","19","47","144","84","174","57","72","160","469","385","394"
"AAEL020602","0","1","1","0","0","0","0","0","0","0","2","1","2","20"
"AAEL022656","1","2","0","0","4","0","0","0","0","0","0","0","0","38"
"AAEL002167","0","2","0","0","0","0","0","0","0","0","0","0","0","5"
"AAEL002165","9","20","8","0","76","73","55","71","25","75","8","37","137","103"
"AAEL024080","0","0","0","0","0","0","0","0","0","0","4","9","0","1"
"AAEL002141","0","0","0","0","13","14","119","109","18","88","4","0","190","290"
"AAEL023189","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL002177","0","0","0","3","0","1","0","8","1","2","1","0","53","8"
"AAEL028092","28","47","20","0","11","51","7","6","3","0","9","19","0","12"
"AAEL002137","233","212","273","141","93","133","134","214","114","188","257","278","319","321"
"AAEL027326","54","34","51","193","45","102","197","256","135","183","1147","716","373","528"
"AAEL002145","227","160","304","52","22","63","53","28","19","75","134","310","132","325"
"AAEL023727","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL020988","0","1","0","0","0","0","0","0","0","0","0","0","1","8"
"AAEL002173","4","0","2","32","0","12","0","11","0","0","1","6","283","439"
"AAEL002142","57","65","106","260","26","146","99","17","44","46","332","539","343","528"
"AAEL002140","181","159","162","35","30","36","193","145","116","198","1945","1239","254","364"
"AAEL020152","0","3","3","0","0","0","0","0","0","0","0","0","0","0"
"AAEL019706","0","1","2","40","3","22","6","13","1","5","7","7","22","25"
"AAEL023823","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL027283","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"AAEL023754","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"AAEL027261","4","2","2","128","9","2","77","39","38","76","3","7","4","59"
"AAEL027433","1","1","1","0","0","0","0","0","3","0","2","0","0","1"
"AAEL005422","233","146","349","1345","673","509","434","567","249","569","242","427","352","803"
"AAEL027445","0","2","0","0","0","0","0","0","0","0","4","3","1","7"
"AAEL005401","178","166","216","943","682","616","319","687","309","234","53","114","191","117"
"AAEL005413","14","17","21","226","140","182","214","286","211","300","339","386","275","768"
"AAEL005423","104","77","92","128","22","17","32","34","25","12","31","32","28","205"
"AAEL026343","28","10","55","0","0","0","0","0","1","0","117","230","161","194"
"AAEL028211","1032","530","1429","161","15","2","4","13","8","47","112","157","94","82"
"AAEL005405","51","44","71","298","152","215","239","413","157","303","183","265","1325","1413"
"AAEL005402","46","34","65","0","7","22","10","39","36","0","20","36","76","54"
"AAEL005411","143","260","122","411","232","405","634","985","320","482","267","352","244","511"
